30153|$$19930423$$|$$N$$|-2,6242|0|$$13181209$$|$$13189005$$|$$$$|$$$$|0|0|$$Fugro$$|0|||$$M$$|$$W$$
30178|$$19930423$$|$$N$$|-1,8063|0|$$13181214$$|$$13189005$$|$$$$|$$$$|0|0|$$Fugro$$|0|||$$M$$|$$W$$
30211|$$19930709$$|$$H$$|-1,5345|,099999999999989|$$13181223$$|$$13189005$$|$$$$|$$$$|,474025974025922|,099999999999989|$$Fugro$$|1|77||$$M$$|$$W$$
30246|$$19930423$$|$$N$$|-1,695|0|$$13181229$$|$$13189005$$|$$$$|$$$$|0|0|$$Fugro$$|0|||$$M$$|$$W$$
30260|$$19940725$$|$$H$$|-1,887|,299999999999967|$$13181231$$|$$13189005$$|$$$$|$$$$|1,03602620087343|1,30000000000008|$$Fugro$$|2|381||$$M$$|$$W$$
30282|$$19930423$$|$$N$$|-2,3806|0|$$13181235$$|$$13189005$$|$$$$|$$$$|0|0|$$Fugro$$|0|||$$M$$|$$W$$
30300|$$19930423$$|$$N$$|-2,6747|0|$$13181238$$|$$13189005$$|$$$$|$$$$|0|0|$$Fugro$$|0|||$$M$$|$$W$$
30315|$$19950719$$|$$H$$|-2,6603|-,100000000000211|$$13181240$$|$$13189005$$|$$$$|$$$$|,357405140758835|,799999999999912|$$Fugro$$|3|359||$$M$$|$$W$$
30335|$$19940722$$|$$H$$|-3,3288|,200000000000422|$$13181244$$|$$13189005$$|$$$$|$$$$|,160087719298583|,200000000000422|$$Fugro$$|1|456||$$M$$|$$W$$
25328|$$19980219$$|$$H$$|2,1048|0|$$13681042$$|$$13689002$$|$$$$|$$$$|,405555555555511|,799999999999912|$$Fugro$$|3|64||$$K$$|$$W$$
25357|$$19971217$$|$$H$$|1,8227|,499999999999945|$$13681048$$|$$13689002$$|$$$$|$$$$|,89024390243905|1,60000000000005|$$Fugro$$|2|267||$$K$$|$$W$$
25376|$$19970325$$|$$H$$|1,5888|,500000000000167|$$13681052$$|$$13689002$$|$$$$|$$$$|,469151670951313|,500000000000167|$$Fugro$$|1|389||$$K$$|$$W$$
25414|$$19960229$$|$$N$$|1,4284|0|$$13681061$$|$$13689002$$|$$$$|$$$$|0|0|$$Fugro$$|0|||$$K$$|$$W$$
25437|$$19990517$$|$$H$$|1,4101|1,49999999999983|$$13681066$$|$$13689002$$|$$$$|$$$$|,745531914893604|2,39999999999996|$$Fugro$$|3|445||$$K$$|$$W$$
25451|$$19970324$$|$$H$$|1,02|,399999999999956|$$13681070$$|$$13689002$$|$$$$|$$$$|,373401534526813|,399999999999956|$$Fugro$$|1|391||$$K$$|$$W$$
25502|$$19970404$$|$$N$$|,8331|0|$$13681083$$|$$13689004$$|$$$$|$$$$|0|0|$$Fugro$$|0|||$$K$$|$$W$$
25539|$$19970317$$|$$H$$|1,3957|1,19999999999987|$$13681092$$|$$13689004$$|$$$$|$$$$|1,12886597938132|1,19999999999987|$$Fugro$$|1|388||$$K$$|$$W$$
25598|$$19980225$$|$$H$$|,7842|,499999999999945|$$13681104$$|$$13689004$$|$$$$|$$$$|,846521145975405|1,69999999999992|$$Fugro$$|3|204||$$K$$|$$W$$
25610|$$19980226$$|$$H$$|1,6295|-,099999999999989|$$13681198$$|$$13689004$$|$$$$|$$$$|,950000000000006|1,90000000000001|$$Fugro$$|2|344||$$K$$|$$W$$
25681|$$19970910$$|$$H$$|,8603|,400000000000067|$$13781093$$|$$13789005$$|$$$$|$$$$|,807847082494983|4,40000000000007|$$Fugro$$|7|364||$$K$$|$$W$$
30910|$$20000815$$|$$N$$|,8663|0|$$10281217$$|$$25880002$$|$$25880003$$|$$10280003$$|0|0|$$Fugro$$|0|||$$E$$|$$W$$
